,date,rank,song,artist,last-week,peak-rank,max-weeks-on-board
4801,1966-06-18,91,Count Down,"Dave ""Baby"" Cortez",91.0,91,3.0
4802,1961-07-03,62,Count Every Star,Donnie and The Dreamers,40.0,35,10.0
4803,1962-06-09,58,Count Every Star,Linda Scott,48.0,41,10.0
4804,1958-09-15,77,Count Every Star,The Rivieras,82.0,73,4.0
4805,1965-06-12,39,Count Me In,Gary Lewis And The Playboys,19.0,2,11.0
4806,2022-05-29,78,Count Me Out,Kendrick Lamar,20,20,2.0
4807,1986-02-08,90,Count Me Out,New Edition,76.0,51,15.0
4808,1983-04-23,100,Count On Me,Gerard McMahon,85.0,85,3.0
4809,1978-06-10,87,Count On Me,Jefferson Starship,22.0,8,14.0
4810,1996-08-03,66,"Count On Me (From ""Waiting To Exhale"")",Whitney Houston & CeCe Winans,61.0,8,20.0
4811,1986-10-18,95,Count Your Blessings,Ashford & Simpson,84.0,84,4.0
4812,2012-02-11,91,Countdown,Beyonce,90.0,71,15.0
4813,1997-03-01,48,Counting Blue Cars,Dishwalla,46.0,15,48.0
4814,2014-10-18,50,Counting Stars,OneRepublic,47.0,2,68.0
4815,1990-07-21,99,Counting The Days,Joey Kid,87.0,70,12.0
4816,2021-09-25,47,Country Again,Thomas Rhett,52.0,42,20.0
4817,2011-03-19,87,Country Boy,Aaron Lewis Featuring George Jones & Charlie Daniels,100.0,87,2.0
4818,2009-03-21,92,Country Boy,Alan Jackson,94.0,49,19.0
4819,1960-04-04,91,Country Boy,Fats Domino,72.0,25,10.0
4820,1976-02-07,56,Country Boy (You Got Your Feet In L.A.),Glen Campbell,29.0,11,14.0
4821,2000-11-11,93,Country Comes To Town,Toby Keith,95.0,54,15.0
4822,2011-09-17,55,Country Girl (Shake It For Me),Luke Bryan,34.0,22,20.0
4823,1968-03-23,36,Country Girl - City Man,Billy Vera & Judy Clay,43.0,36,6.0
4824,2008-11-15,93,Country Man,Luke Bryan,83.0,74,9.0
4825,2011-12-03,50,Country Must Be Country Wide,Brantley Gilbert,52.0,50,21.0
4826,2016-02-20,94,Country Nation,Brad Paisley,94.0,94,2.0
4827,2022-12-18,93,Country On,Luke Bryan,89,72,17.0
4828,1970-01-31,86,Country Preacher,Cannonball Adderley,87.0,86,3.0
4829,1971-03-27,41,Country Road,James Taylor,37.0,37,8.0
4830,1974-11-16,66,Country Side Of Life,Wet Willie,70.0,66,4.0
4831,2011-07-30,96,Country Song,Seether,88.0,72,18.0
4832,2011-01-29,87,Country Strong,Gwyneth Paltrow,81.0,81,2.0
4833,1973-12-08,66,Country Sunshine,Dottie West,58.0,49,11.0
4834,1972-03-04,66,Country Wine,The Raiders,54.0,51,6.0
4835,1972-07-29,88,Country Woman,The Magic Lantern,89.0,88,4.0
4836,1991-07-20,96,Couple Days Off,Huey Lewis & The News,65.0,11,13.0
4837,1968-11-16,32,Court Of Love,The Unifics,25.0,25,9.0
4838,2002-10-19,83,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,78.0,25,20.0
4839,1965-02-06,73,Cousin Of Mine,Sam Cooke,74.0,31,12.0
4840,1990-01-13,95,Cover Girl,New Kids On The Block,97.0,2,18.0
4841,1984-12-08,98,Cover Me,Bruce Springsteen,90.0,7,18.0
4842,1968-01-13,78,Cover Me,Percy Sledge,42.0,42,8.0
4843,2021-03-20,96,Cover Me Up,Morgan Wallen,97.0,52,10.0
4844,1989-09-02,97,Cover Of Love,Michael Damian,53.0,31,12.0
4845,1998-09-26,95,Cover You In Kisses,John Michael Montgomery,98.0,91,9.0
4846,1980-03-22,95,Coward Of The County,Kenny Rogers,75.0,3,19.0
4847,1999-11-27,95,Cowboy,Kid Rock,89.0,82,5.0
4848,1963-10-12,95,Cowboy Boots,Dave Dudley,,95,1.0
4849,2010-02-13,61,Cowboy Casanova,Carrie Underwood,55.0,11,20.0
4850,1961-03-13,97,Cowboy Jimmy Joe (Die Sterne Der Prarie),Lolita,,94,3.0
4851,2020-12-26,71,Cowboy Like Me,Taylor Swift,,71,1.0
4852,1976-11-06,77,Cowboy Song,Thin Lizzy,77.0,77,8.0
4853,2000-04-08,59,Cowboy Take Me Away,Dixie Chicks,59.0,27,20.0
4854,2012-10-27,47,Cowboys And Angels,Dustin Lynch,46.0,40,22.0
4855,2006-03-04,52,Cowboys Are Frequently Secretly (Fond Of Each Other),Willie Nelson,,52,1.0
4856,2004-02-07,97,Cowboys Like Us,George Strait,89.0,38,19.0
4857,1968-06-22,41,Cowboys To Girls,The Intruders,29.0,6,14.0
4858,2023-07-23,73,Cowgirls,Morgan Wallen Featuring ERNEST,95,40,20.0
4859,2009-04-11,77,Cowgirls Don't Cry,Brooks & Dunn Featuring Reba McEntire,64.0,44,20.0
4860,2022-08-14,93,Cozy,Beyonce,30,30,2.0
4861,2019-01-05,53,Cozy Little Christmas,Katy Perry,68.0,53,2.0
4862,2009-05-23,86,Crack A Bottle,"Eminem, Dr. Dre & 50 Cent",76.0,1,17.0
4863,1977-04-09,62,Crackerbox Palace,George Harrison,41.0,19,11.0
4864,1959-08-03,90,Crackin Up,Bo Diddley,62.0,62,5.0
4865,1970-11-28,32,Cracklin' Rosie,Neil Diamond,17.0,1,15.0
4866,1960-07-04,73,Cradle Of Love,Johnny Preston,45.0,7,15.0
4867,1990-10-13,95,"Cradle Of Love (From ""Ford Fairlane"")",Billy Idol,65.0,2,24.0
4868,2016-10-29,99,Cranes In The Sky,Solange,74.0,74,2.0
4869,1979-09-22,100,Crank It Up (Funk Town) Pt. 1,Peter Brown,86.0,86,6.0
4870,2008-03-01,45,Crank That (Soulja Boy),Soulja Boy Tell'em,42.0,1,32.0
4871,2006-04-01,100,Crash,Gwen Stefani,84.0,49,8.0
4872,1991-01-12,90,Crash (Have Some Fun),TKA Featuring Michelle Visage,88.0,80,7.0
4873,2000-08-19,87,Crash And Burn,Savage Garden,73.0,24,20.0
4874,2015-10-10,62,Crash And Burn,Thomas Rhett,53.0,36,20.0
4875,2006-11-18,96,Crash Here Tonight,Toby Keith,,96,1.0
4876,2013-09-14,50,Crash My Party,Luke Bryan,38.0,18,21.0
4877,2017-09-02,60,Craving You,Thomas Rhett Featuring Maren Morris,63.0,39,20.0
4878,2010-02-06,96,Crawl,Chris Brown,83.0,53,9.0
4879,2001-12-22,94,Crawling,Linkin Park,93.0,79,20.0
4880,1965-12-18,60,Crawling Back,Roy Orbison,46.0,46,7.0
4881,2012-01-28,99,Crawling Back To You,Daughtry,,41,10.0
4882,2002-07-06,99,Crawling In The Dark,Hoobastank,100.0,68,19.0
4883,1987-02-07,97,Crazay,Jesse Johnson (Featuring Sly Stone),77.0,53,16.0
4884,2009-05-30,90,Crazier,Taylor Swift,66.0,17,8.0
4885,1995-06-17,99,Craziest,Naughty By Nature,83.0,51,10.0
4886,1994-10-22,50,Crazy,Aerosmith,48.0,17,23.0
4887,1991-06-08,93,Crazy,Daisy Dee,84.0,73,11.0
4888,2006-12-02,43,Crazy,Gnarls Barkley,40.0,2,29.0
4889,1988-03-05,92,Crazy,Icehouse,75.0,14,21.0
4890,2003-10-18,100,Crazy,Javier,96.0,95,8.0
4891,2001-05-26,43,Crazy,K-Ci & JoJo,37.0,11,25.0
4892,1985-03-16,99,Crazy,Kenny Rogers,93.0,79,8.0
4893,1962-01-06,91,Crazy,Patsy Cline,57.0,9,11.0
4894,2023-10-01,91,Crazy,Rod Wave,48,48,2.0
4895,1991-10-26,91,Crazy,Seal,76.0,7,19.0
4896,1990-12-01,96,Crazy,The Boys,87.0,29,15.0
4897,1983-09-03,97,Crazy,The Manhattans,72.0,72,6.0
4898,1982-03-06,97,Crazy (Keep On Falling),The John Hall Band,67.0,42,11.0
4899,1989-09-02,91,Crazy About Her,Rod Stewart,65.0,11,17.0
4900,1971-08-14,58,Crazy About The La La La,Smokey Robinson & The Miracles,56.0,56,7.0
4901,1960-03-28,80,Crazy Arms,Bob Beckham,72.0,36,13.0
4902,2010-12-11,93,Crazy Beautiful Life,Ke$ha,,93,1.0
4903,2006-09-30,68,Crazy Bitch,Buckcherry,77.0,59,20.0
4904,2007-02-17,83,Crazy Car,The Naked Brothers Band,,83,1.0
4905,1995-11-04,98,Crazy Cool,Paula Abdul,91.0,58,9.0
4906,1958-12-08,96,Crazy Country Hop,Johnny Otis,,87,4.0
4907,1987-11-07,97,Crazy Crazy Nights,KISS,65.0,65,7.0
4908,1965-05-15,48,Crazy Downtown,Allan Sherman,40.0,40,8.0
4909,1958-08-18,62,Crazy Eyes For You,Bobby Hamilton,62.0,40,3.0
4910,1978-10-14,98,Crazy Feelin',Jefferson Starship,54.0,54,6.0
4911,2001-04-07,30,Crazy For This Girl,Evan And Jaron,26.0,15,23.0
4912,1985-07-20,91,Crazy For You,Madonna,84.0,1,21.0
4913,2011-12-03,42,Crazy Girl,Eli Young Band,38.0,30,36.0
4914,1973-01-06,63,Crazy Horses,The Osmonds,39.0,14,12.0
4915,2003-11-22,46,Crazy In Love,Beyonce Featuring Jay Z,44.0,1,27.0
4916,1985-08-24,94,Crazy In The Night (Barking At Airplanes),Kim Carnes,90.0,15,16.0
4917,2013-09-07,97,Crazy Kids,Ke$ha Featuring will.i.am Or Juicy J,81.0,40,13.0
4918,1999-08-21,100,Crazy Little Thing Called Love,Dwight Yoakam,89.0,64,10.0
4919,1980-05-17,93,Crazy Little Thing Called Love,Queen,67.0,1,22.0
4920,1993-01-02,100,Crazy Love,CeCe Peniston,97.0,97,2.0
4921,1971-10-02,57,Crazy Love,Helen Reddy,51.0,51,9.0
4922,1979-04-21,88,Crazy Love,Poco,61.0,17,14.0
4923,1979-05-19,98,Crazy Love,The Allman Brothers Band,57.0,29,9.0
4924,1995-08-26,77,"Crazy Love (From ""Jason's Lyric"")",Brian McKnight,63.0,45,20.0
4925,1972-04-29,39,Crazy Mama,J.J. Cale,29.0,22,14.0
4926,1978-02-11,100,Crazy On You,Heart,62.0,35,19.0
4927,2020-11-21,81,Crazy Story 2.0,King Von Featuring Lil Durk,,81,1.0
4928,1975-02-01,98,Crazy Talk,Chilliwack,98.0,98,6.0
4929,2010-08-21,98,Crazy Town,Jason Aldean,91.0,51,17.0
4930,1987-11-28,100,Crazy World,Big Trouble,84.0,71,7.0
4931,1992-02-08,67,Cream,Prince And The N.P.G.,60.0,1,20.0
4932,2020-07-18,57,Creature,Pop Smoke Featuring Swae Lee,,57,1.0
4933,1993-11-06,94,Creep,Radiohead,86.0,34,20.0
4934,1995-06-17,50,Creep,TLC,42.0,1,32.0
4935,2013-01-19,79,Creepin',Eric Church,67.0,56,20.0
4936,2023-10-29,38,Creepin',"Metro Boomin, The Weeknd & 21 Savage",44,3,47.0
4937,1967-06-24,40,Creeque Alley,The Mamas & The Papas,21.0,5,9.0
4938,2017-12-02,50,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,51.0,45,21.0
4939,2012-08-18,96,Crew Love,Drake Featuring The Weeknd,95.0,80,20.0
4940,1971-04-10,31,Cried Like A Baby,Bobby Sherman,22.0,16,9.0
4941,2011-12-03,81,Criminal,Britney Spears,64.0,55,6.0
4942,1998-02-14,57,Criminal,Fiona Apple,51.0,21,20.0
4943,2018-02-24,98,Criminal,Natti Natasha x Ozuna,95.0,95,3.0
4944,1982-08-07,95,Crimson And Clover,Joan Jett & the Blackhearts,66.0,7,15.0
4945,1995-07-15,97,Crimson And Clover,SF Spanish Fly,96.0,89,6.0
4946,1969-03-29,18,Crimson And Clover,Tommy James And The Shondells,9.0,1,16.0
4947,1988-01-23,97,Criticize,Alexander O'Neal,83.0,70,11.0
4948,1973-03-31,45,Crocodile Rock,Elton John,27.0,1,17.0
4949,2021-05-29,100,Crocodile Teeth,Nicki Minaj & Skillibeng,,100,1.0
4950,2013-11-16,46,Crooked Smile,J. Cole Featuring TLC,38.0,27,20.0
4951,1994-08-06,99,"Crooklyn (From ""Crooklyn"")",The Crooklyn Dodgers,85.0,60,12.0
4952,1963-11-23,50,Cross Fire!,The Orlons,30.0,19,9.0
4953,2019-08-10,77,Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,61.0,25,10.0
4954,1987-09-19,88,"Cross My Broken Heart (From ""Beverly Hills Cop II"")",The Jets,59.0,7,16.0
4955,1968-01-27,86,Cross My Heart,Billy Stewart,89.0,86,9.0
4956,1965-02-06,99,Cross My Heart,Bobby Vee,,99,1.0
4957,1989-03-04,96,Cross My Heart,Eighth Wonder,83.0,56,16.0
4958,1983-01-15,100,Cross My Heart,Lee Ritenour,89.0,69,7.0
4959,2020-09-26,76,Cross Roads,YoungBoy Never Broke Again,,76,1.0
4960,2001-03-31,100,Cross The Border,Philly's Most Wanted,98.0,98,5.0
4961,1959-07-27,64,Crossfire,Johnny And The Hurricanes,68.0,23,14.0
4962,1963-12-14,92,Crossfire Time,Dee Clark,94.0,92,5.0
4963,1992-12-05,91,Crossover,EPMD,74.0,42,20.0
4964,1969-03-15,34,Crossroads,Cream,28.0,28,8.0
4965,1989-11-18,94,Crossroads,Tracy Chapman,90.0,90,4.0
4966,1969-01-18,56,Crosstown Traffic,The Jimi Hendrix Experience,53.0,52,8.0
4967,2006-08-19,95,Crowded,Jeannie Ortega Featuring Papoose,,93,5.0
4968,2013-07-27,100,Crown,JAY-Z,,100,1.0
4969,1968-12-07,64,Crown Of Creation,Jefferson Airplane,70.0,64,6.0
4970,1979-12-15,91,Cruel Shoes,Steve Martin,92.0,91,4.0
4971,1998-11-28,72,Cruel Summer,Ace Of Base,69.0,10,20.0
4972,1984-11-17,100,Cruel Summer,Bananarama,91.0,9,18.0
4973,2023-12-31,19,Cruel Summer,Taylor Swift,18,1,34.0
4974,1979-11-03,84,Cruel To Be Kind,Nick Lowe,50.0,12,15.0
4975,2013-10-26,50,Cruise,Florida Georgia Line Featuring Nelly,48.0,4,54.0
4976,1996-03-02,94,Cruisin',D'Angelo,83.0,53,18.0
4977,1980-03-22,94,Cruisin',Smokey Robinson,68.0,4,25.0
4978,2013-08-24,98,Cruisin' For A Bruisin',"Ross Lynch, Grace Phipps And Jason Evigan",89.0,82,3.0
4979,1990-06-23,90,Cruising For Bruising,Basia,62.0,29,12.0
4980,1984-01-28,100,Crumblin' Down,John Cougar Mellencamp,71.0,9,16.0
4981,1969-12-13,63,Crumbs Off The Table,The Glass House,63.0,59,9.0
4982,1999-05-29,99,Crush,Dave Matthews Band,88.0,75,16.0
4983,2009-01-31,39,Crush,David Archuleta,47.0,2,23.0
4984,1998-12-19,32,Crush,Jennifer Paige,29.0,3,25.0
4985,2018-12-15,82,Crush A Lot,Lil Baby,,82,1.0
4986,1986-08-23,100,Crush On You,The Jets,87.0,3,20.0
4987,2002-11-30,97,Crush Tonight,Fat Joe Featuring Ginuwine,83.0,77,7.0
4988,2019-02-16,97,Crushed Up,Future,71.0,43,5.0
4989,2015-08-22,97,Crushin' It,Brad Paisley,86.0,66,15.0
4990,2013-01-05,60,Cry,Cassadee Pope,,60,1.0
4991,2003-02-22,50,Cry,Faith Hill,43.0,33,26.0
4992,1985-11-09,84,Cry,Godley & Creme,72.0,16,17.0
4993,1972-02-26,80,Cry,Lynn Anderson,71.0,71,5.0
4994,1965-03-20,68,Cry,Ray Charles,58.0,58,7.0
4995,1967-01-21,64,Cry,Ronnie Dove,22.0,18,9.0
4996,1959-08-31,64,Cry,The Knightsbridge Strings,61.0,53,7.0
4997,1989-07-29,98,Cry,Waterfront,66.0,10,17.0
4998,1963-11-16,39,Cry Baby,Garnet Mimms & The Enchanters,28.0,4,14.0
4999,1971-06-19,55,Cry Baby,Janis Joplin,42.0,42,6.0
5000,2021-05-01,55,Cry Baby,Megan Thee Stallion Featuring DaBaby,49.0,28,20.0
5001,1962-04-28,67,Cry Baby Cry,The Angels,51.0,38,11.0
5002,2005-04-09,46,Cry Baby/Piece Of My Heart,Melissa Etheridge & Joss Stone,32.0,32,2.0
5003,1960-12-05,76,Cry Cry Cry,Bobby Bland,71.0,71,5.0
5004,1975-06-21,91,Cry Cry Cry,Shirley And Company,93.0,91,2.0
5005,1991-06-29,96,Cry For Help,Rick Astley,69.0,7,20.0
5006,1994-04-09,45,Cry For You,Jodeci,34.0,15,20.0
5007,2008-11-01,88,Cry For You,September,79.0,74,10.0
5008,1980-08-09,99,Cry Just A Little,Paul Davis,78.0,78,4.0
5009,1980-11-22,93,Cry Like A Baby,Kim Carnes,56.0,44,8.0
5010,1968-06-08,46,Cry Like A Baby,The Box Tops,27.0,2,15.0
5011,1960-02-15,92,Cry Me A River,Janice Harper,,91,3.0
5012,1970-12-05,30,Cry Me A River,Joe Cocker,13.0,11,9.0
5013,2003-05-03,58,Cry Me A River,Justin Timberlake,42.0,3,20.0
5014,1962-06-30,99,Cry Myself To Sleep,Del Shannon,,99,1.0
5015,2021-07-17,81,Cry No More,G Herbo Featuring Polo G & Lil Tjay,,81,1.0
5016,1993-09-25,73,Cry No More,II D Extreme,67.0,48,20.0
5017,2018-09-29,90,Cry Pretty,Carrie Underwood,,48,12.0
5018,1966-10-29,95,Cry Softly,Nancy Ames,95.0,95,4.0
5019,1967-09-02,53,Cry Softly Lonely One,Roy Orbison,53.0,52,6.0
5020,1963-11-30,36,Cry To Me,Betty Harris,34.0,23,11.0
5021,1967-04-22,70,Cry To Me,Freddie Scott,70.0,70,5.0
5022,1975-04-19,71,Cry To Me,Loleatta Holloway,68.0,68,6.0
5023,1962-03-31,54,Cry To Me,Solomon Burke,47.0,44,10.0
5024,1987-03-28,97,Cry Wolf,a-ha,79.0,50,10.0
5025,2000-08-05,95,Crybaby,Mariah Carey Featuring Snoop Dogg,90.0,28,7.0
5026,1994-01-22,47,Cryin',Aerosmith,33.0,12,26.0
5027,1989-04-22,97,Cryin',Vixen,70.0,22,13.0
5028,2010-03-13,77,Cryin' For Me (Wayman's Song),Toby Keith,75.0,73,12.0
5029,1970-05-09,70,Cryin' In The Streets (Part 1),George Perkins & The Silver Stars,61.0,61,6.0
5030,2010-04-03,97,Cryin' Like A Bitch!,Godsmack,91.0,74,3.0
5031,1981-05-23,91,Crying,Don McLean,62.0,5,18.0
5032,1966-07-02,27,Crying,Jay & The Americans,25.0,25,6.0
5033,1961-11-27,39,Crying,Roy Orbison,34.0,2,16.0
5034,1965-02-13,88,Crying In The Chapel,Adam Wade,88.0,88,3.0
5035,1965-07-24,41,Crying In The Chapel,Elvis Presley With The Jordanaires,20.0,3,14.0
5036,2017-08-05,73,Crying In The Club,Camila Cabello,71.0,47,9.0
5037,1962-04-07,53,Crying In The Rain,The Everly Brothers,24.0,6,13.0
5038,2013-03-02,98,Crying On A Suitcase,Casey James,91.0,88,9.0
5039,2008-04-26,47,Crying Out For Me,Mario,40.0,33,20.0
5040,1966-03-19,47,Crying Time,Ray Charles,28.0,6,15.0
5041,1969-09-13,21,Crystal Blue Persuasion,Tommy James And The Shondells,17.0,2,15.0
5042,1966-01-15,62,Crystal Chandelier,Vic Dana,55.0,51,7.0
5043,1963-11-23,98,Cuando Calienta El Sol (When The Sun Is Hot),Steve Allen and His Orchestra with The Copacabana Trio,,85,5.0
5044,2010-08-14,100,Cuando Me Enamoro,Enrique Iglesias Featuring Juan Luis Guerra,96.0,89,5.0
5045,1979-07-21,93,Cuba,The Gibson Brothers,81.0,81,5.0
5046,2019-12-21,99,Cuban Links,Rod Wave & Kevin Gates,92.0,92,3.0
5047,2018-07-21,71,Cuddle My Wrist,Future,,71,1.0
5048,1989-07-15,96,Cuddly Toy (Feel For Me),Roachford,90.0,25,14.0
5049,2008-11-15,97,Cuddy Buddy,Mike Jones Featuring Trey Songz & Twista,76.0,76,3.0
5050,2018-06-23,69,Cudi Montage,KIDS SEE GHOSTS,,69,1.0
5051,2023-04-16,44,Cuff It,Beyonce,34,6,35.0
5052,2004-09-04,74,Culo,Pitbull Featuring Lil Jon,58.0,32,20.0
5053,1989-06-17,83,Cult Of Personality,Living Colour,61.0,13,15.0
5054,2017-02-18,93,Culture,Migos Featuring DJ Khaled,,93,1.0
5055,1984-02-04,73,Cum On Feel The Noize,Quiet Riot,65.0,5,21.0
5056,1973-06-02,98,Cum On Feel The Noize,Slade,100.0,98,2.0
5057,1996-06-01,77,Cumbersome,Seven Mary Three,66.0,39,20.0
5058,1997-09-06,47,Cupid,112,38.0,13,28.0
5059,2023-09-10,45,Cupid,Fifty Fifty,48,17,25.0
5060,1970-02-07,47,Cupid,Johnny Nash,44.0,39,14.0
5061,1965-03-13,76,Cupid,Johnny Rivers,85.0,76,4.0
5062,1961-08-21,39,Cupid,Sam Cooke,23.0,17,12.0
5063,1976-04-03,52,Cupid,Tony Orlando & Dawn,22.0,22,9.0
5064,2007-10-13,99,Cupid Shuffle,Cupid,100.0,66,13.0
5065,2007-06-30,43,Cupid's Chokehold/Breakfast In America,Gym Class Heroes Featuring Patrick Stump,37.0,4,24.0
5066,1980-09-20,93,Cupid/I've Loved You For A Long Time,The Spinners,78.0,4,19.0
5067,2013-11-09,45,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,34.0,6,44.0
5068,1978-02-25,90,"Curious Mind (Um, Um, Um, Um, Um, Um)",Johnny Rivers,64.0,41,10.0
5069,1969-11-29,98,Curly,Jimmy Clanton,97.0,97,3.0
5070,2017-11-04,71,Curve,Gucci Mane Featuring The Weeknd,,67,3.0
5071,1964-03-14,85,Custom Machine,Bruce & Terry,92.0,85,3.0
5072,2008-06-21,100,Customer,Raheem DeVaughn,92.0,76,9.0
5073,2014-09-06,83,Cut Her Off,KCamp Featuring 2 Chainz,87.0,49,20.0
5074,2016-07-23,40,Cut It,O.T. Genasis Featuring Young Dolph,39.0,35,20.0
5075,1975-07-19,74,Cut The Cake,AWB,30.0,10,15.0
5076,1982-07-31,100,Cutie Pie,One Way,83.0,61,10.0
5077,1990-09-29,86,Cuts Both Ways,Gloria Estefan,77.0,44,14.0
5078,1983-09-10,99,Cuts Like A Knife,Bryan Adams,73.0,15,14.0
5079,1990-05-19,85,Cuts You Up,Peter Murphy,62.0,55,9.0
5080,1978-12-09,71,"Cuz It's You, Girl",James Walsh Gypsy Band,73.0,71,7.0
5081,2008-09-20,50,Cyanide,Metallica,,50,1.0
5082,2023-10-29,82,Cybertruck,Bad Bunny,30,30,2.0
5083,1968-12-14,35,Cycles,Frank Sinatra,29.0,23,10.0
5084,2008-03-01,47,Cyclone,Baby Bash Featuring T-Pain,44.0,7,30.0
5085,1974-02-02,78,D'yer Mak'er,Led Zeppelin,49.0,20,16.0
5086,1968-07-27,69,D-I-V-O-R-C-E,Tammy Wynette,63.0,63,6.0
5087,1968-07-27,39,D. W. Washburn,The Monkees,31.0,19,7.0
5088,1971-03-27,55,D.O.A.,Bloodrock,41.0,36,13.0
5089,2009-08-22,97,D.O.A. (Death Of Auto-Tune),JAY-Z,86.0,24,7.0
5090,2020-05-23,77,D4L,"Future, Drake & Young Thug",19.0,19,2.0
5091,2018-06-30,55,DDU-DU DDU-DU,BLACKPINK,,55,1.0
5092,2022-06-19,85,DFMU,Ella Mai,89,85,4.0
5093,2019-11-02,98,DHL,Frank Ocean,,98,1.0
5094,1996-11-23,99,DJ Girl,Katalina,97.0,86,11.0
5095,2011-03-19,47,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,43.0,4,34.0
5096,1997-12-27,98,DJ Keep Playin' (Get Your Music On),Yvette Michele,89.0,84,7.0
5097,2023-12-31,90,DJ Play A Christmas Song,Cher,94,90,2.0
5098,2006-08-05,94,DJ Play A Love Song,Jamie Foxx Featuring Twista,79.0,45,14.0
5099,2017-10-28,98,DNA,BTS,87.0,67,4.0
5100,2017-09-16,63,DNA.,Kendrick Lamar,65.0,4,20.0
5101,2020-04-25,84,DND,Polo G,,84,1.0
5102,2006-01-28,90,DOA,Foo Fighters,88.0,68,12.0
5103,2013-08-10,67,DONE.,The Band Perry,47.0,43,20.0
5104,2020-05-02,71,DROP,DaBaby Featuring A Boogie Wit da Hoodie & London On Da Track,,71,1.0
5105,1977-10-08,100,Da Doo Ron Ron,Shaun Cassidy,100.0,1,22.0
5106,1972-03-04,96,Da Doo Ron Ron (When He Walked Me Home),Ian Matthews,96.0,96,3.0
5107,1963-07-20,56,Da Doo Ron Ron (When He Walked Me Home),The Crystals,25.0,3,13.0
5108,1979-05-12,97,Da Ya Think I'm Sexy?,Rod Stewart,81.0,1,21.0
5109,1997-08-16,48,Da' Dip,Freak Nasty,45.0,15,33.0
5110,1997-07-05,82,Da' Dip,MC Luscious Featuring Kinsui,82.0,82,4.0
5111,1988-07-02,96,"Da'Butt (From The ""School Daze"" Soundtrack)",E.U.,78.0,35,12.0
5112,2019-08-31,95,Daddy,Blueface & Rich The Kid,78.0,78,4.0
5113,2015-12-19,97,Daddy,PSY Featuring CL,,97,1.0
5114,1977-02-19,65,Daddy Cool,Boney M.,65.0,65,5.0
5115,1973-08-04,59,"Daddy Could Swear, I Declare",Gladys Knight And The Pips,47.0,19,15.0
5116,1972-09-02,25,Daddy Don't You Walk So Fast,Wayne Newton,15.0,4,20.0
5117,2016-05-21,66,Daddy Lessons,Beyonce,41.0,41,2.0
5118,1969-03-01,48,Daddy Sang Bass,Johnny Cash,42.0,42,10.0
5119,1974-02-23,43,Daddy What If,Bobby Bare,41.0,41,8.0
5120,2000-04-08,96,Daddy Won't Sell The Farm,Montgomery Gentry,81.0,79,6.0
5121,1967-05-06,91,Daddy's Home,Chuck Jackson & Maxine Brown,,91,1.0
5122,1982-04-10,100,Daddy's Home,Cliff Richard,42.0,23,13.0
5123,1973-04-07,33,Daddy's Home,Jermaine Jackson,28.0,9,18.0
5124,1961-06-26,42,Daddy's Home,Shep And The Limelites,24.0,2,14.0
5125,1967-03-25,49,Daddy's Little Girl,Al Martino,42.0,42,9.0
5126,1969-10-11,42,Daddy's Little Man,O.C. Smith,42.0,34,7.0
5127,2020-06-06,76,Daechwita,Agust D,,76,1.0
5128,2022-10-16,80,Dah Dah DahDah,Nardo Wick,74,48,11.0
5129,2020-07-11,79,Daisies,Katy Perry,79.0,40,7.0
5130,1973-06-02,44,Daisy A Day,Jud Strunk,20.0,14,16.0
5131,1975-10-11,59,Daisy Jane,America,47.0,20,13.0
5132,1972-02-12,57,Daisy Mae,"Hamilton, Joe Frank & Reynolds",41.0,41,11.0
5133,1964-02-22,39,Daisy Petal Pickin',Jimmy Gilmer And The Fireballs,19.0,15,11.0
5134,2021-05-22,43,Dakiti,Bad Bunny & Jhay Cortez,38.0,5,28.0
5135,2021-05-08,62,Damage,H.E.R.,61.0,44,20.0
5136,2008-08-23,45,Damaged,Danity Kane,40.0,10,22.0
5137,2020-12-26,91,Damaged,Kid Cudi,,91,1.0
5138,2003-04-19,71,Damaged,TLC,53.0,53,4.0
5139,2018-06-30,89,Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,80.0,36,9.0
5140,1969-06-28,86,Dammit Isn't God's Last Name,Frankie Laine,87.0,86,3.0
5141,1992-09-05,48,Damn I Wish I Was Your Lover,Sophie B. Hawkins,45.0,5,21.0
5142,1975-06-07,73,Damn It All,Gene Cotton,73.0,73,3.0
5143,2022-08-21,56,Damn Strait,Scotty McCreery,52,32,20.0
5144,2004-03-13,50,Damn!,YoungBloodZ Featuring Lil Jon,46.0,4,32.0
5145,1980-01-19,97,Damned If I Do,The Alan Parsons Project,47.0,27,17.0
5146,2009-07-04,67,Damned If I Do Ya (Damned If I Don't),All Time Low,,67,1.0
5147,1987-04-18,99,Dance,Ratt,91.0,59,9.0
5148,2012-03-31,46,Dance (A$$),Big Sean Featuring Nicki Minaj,40.0,10,24.0
5149,1978-12-16,96,Dance (Disco Heat),Sylvester,65.0,19,18.0
5150,1978-07-29,95,Dance Across The Floor,"Jimmy ""Bo"" Horne",95.0,38,18.0
